URL,ImageURL,Brand,Product Name,Ratings,Price,Discount,Specs,,,,,,,,,,,,
https://www.amazon.in/Emporio-Armani-Analog-Silver-Watch-AR11537/dp/B0BSHV3KV8/ref=sr_1_18?dib=eyJ2IjoiMSJ9.WflfQSXapMo2D4Zmi81IBcHyRI2GBgsCWQSEzXEW1TSghc521wFCGO8UPlQ4jy4ttBlvebEbEpnYHJXumdCKhokl0_WdHFmw2S1Dm62resKyJhp80DNkllwu6KMGL-4Z_QXG6erFQzLdyqSfoKBeLqZuchsPsLDvw4wjpdwdlFdMHW9uzDnAAiVteYSjHGNW-UTZjeb_Qg69ytCwZIcYWWmx4kLbqqcz0eu9c6ykEEtD4-5IRWkzgPMKyDrq_9d4I4bCUDAv77ojICCTxo6h0ruV1lxcInOgpWMErWcQ6W8.Dsq-refe4HWjTjnMwdSEZG44k1oCQ8ZVGOIYHU9JnRs&dib_tag=se&qid=1744806224&refinements=p_36%3A2490000-4050000%2Cp_n_feature_seven_browse-bin%3A1480900031&rnid=3439816031&s=watch&sr=1-18&xpid=NIOcc7XmuV-Ps,https://m.media-amazon.com/images/I/61iDBd0ZrWL._AC_UL320_.jpg,Emporio Armani,"Emporio Armani Stainless Steel Analog Silver Dial Women Watch-Ar11537, Multi-Color Band",,"32,495",,,,,,,,,,,,,,
https://www.amazon.in/Swarovski-Stainless-Womens-Bracelet-5672937/dp/B0DC5L1NGG/ref=sr_1_19?dib=eyJ2IjoiMSJ9.WflfQSXapMo2D4Zmi81IBcHyRI2GBgsCWQSEzXEW1TSghc521wFCGO8UPlQ4jy4ttBlvebEbEpnYHJXumdCKhokl0_WdHFmw2S1Dm62resKyJhp80DNkllwu6KMGL-4Z_QXG6erFQzLdyqSfoKBeLqZuchsPsLDvw4wjpdwdlFdMHW9uzDnAAiVteYSjHGNW-UTZjeb_Qg69ytCwZIcYWWmx4kLbqqcz0eu9c6ykEEtD4-5IRWkzgPMKyDrq_9d4I4bCUDAv77ojICCTxo6h0ruV1lxcInOgpWMErWcQ6W8.Dsq-refe4HWjTjnMwdSEZG44k1oCQ8ZVGOIYHU9JnRs&dib_tag=se&qid=1744806224&refinements=p_36%3A2490000-4050000%2Cp_n_feature_seven_browse-bin%3A1480900031&rnid=3439816031&s=watch&sr=1-19&xpid=NIOcc7XmuV-Ps,https://m.media-amazon.com/images/I/71BZfSiqAtL._AC_UL320_.jpg,Swarovski,"Stainless Steel Womens Octea Chrono Analog Watch Swiss Made, Metal Bracelet, Rose Gold Tone, Mixed Metal Finish 5672937",,"38,700",10%,"Watch Information
Band Colour
Silver & Rose Gold
Band Material
Stainless Steel
Brand
Swarovski
Calendar Type
No Calendar
Case Diameter
37 Millimeters
Case Material
Stainless Steel
Clasp
Push Button Deployment Clasp
Dial Colour
Silver
Crystal Material
Glass
Display Type
Analog
Case Shape
Round
Item Weight
76 g
Model Number
5672937
Part Number
5672937
Special Features
Chronograph, Waterproof
Warranty Type
Manufacturer
Movement
Quartz
Water Resistance Depth
50 Meters
Warranty
If this product is sold by Amazon, please review the manufacturer’s website for warranty information. If this product is sold by another party, please contact the seller directly for warranty information for this product. You may also be able to find warranty information on the manufacturer’s website.",,,,,,,,,,,,
https://www.amazon.in/Swarovski-Attract-Bracelet-Finish-5649987/dp/B0BR2NBGP6/ref=sr_1_20?dib=eyJ2IjoiMSJ9.WflfQSXapMo2D4Zmi81IBcHyRI2GBgsCWQSEzXEW1TSghc521wFCGO8UPlQ4jy4ttBlvebEbEpnYHJXumdCKhokl0_WdHFmw2S1Dm62resKyJhp80DNkllwu6KMGL-4Z_QXG6erFQzLdyqSfoKBeLqZuchsPsLDvw4wjpdwdlFdMHW9uzDnAAiVteYSjHGNW-UTZjeb_Qg69ytCwZIcYWWmx4kLbqqcz0eu9c6ykEEtD4-5IRWkzgPMKyDrq_9d4I4bCUDAv77ojICCTxo6h0ruV1lxcInOgpWMErWcQ6W8.Dsq-refe4HWjTjnMwdSEZG44k1oCQ8ZVGOIYHU9JnRs&dib_tag=se&qid=1744806224&refinements=p_36%3A2490000-4050000%2Cp_n_feature_seven_browse-bin%3A1480900031&rnid=3439816031&s=watch&sr=1-20&xpid=NIOcc7XmuV-Ps,https://m.media-amazon.com/images/I/81XO8o9FCTL._AC_UL320_.jpg,Swarovski,"Swarovski Metal Analog Rose Gold Tone Dial Women's Watch-5649987, Band Color-Multicolor",4.2,"31,000",,,,,,,,,,,,,,
https://www.amazon.in/Titan-Pearls-Quartz-Women-NS95233WM01F-NT95233WM01F/dp/B0CLRDXJBB/ref=sr_1_21?dib=eyJ2IjoiMSJ9.WflfQSXapMo2D4Zmi81IBcHyRI2GBgsCWQSEzXEW1TSghc521wFCGO8UPlQ4jy4ttBlvebEbEpnYHJXumdCKhokl0_WdHFmw2S1Dm62resKyJhp80DNkllwu6KMGL-4Z_QXG6erFQzLdyqSfoKBeLqZuchsPsLDvw4wjpdwdlFdMHW9uzDnAAiVteYSjHGNW-UTZjeb_Qg69ytCwZIcYWWmx4kLbqqcz0eu9c6ykEEtD4-5IRWkzgPMKyDrq_9d4I4bCUDAv77ojICCTxo6h0ruV1lxcInOgpWMErWcQ6W8.Dsq-refe4HWjTjnMwdSEZG44k1oCQ8ZVGOIYHU9JnRs&dib_tag=se&qid=1744806224&refinements=p_36%3A2490000-4050000%2Cp_n_feature_seven_browse-bin%3A1480900031&rnid=3439816031&s=watch&sr=1-21&xpid=NIOcc7XmuV-Ps,https://m.media-amazon.com/images/I/61Kl-e2-twL._AC_UL320_.jpg,Titan,Raga Power Pearls Quartz Analog Mother of Pearl Dial Metal Strap Watch for Women-NS95233WM01F/NT95233WM01F,5,"26,505",,"Watch Information
Band Colour
Rose Gold
Band Material
Brass
Band Width
12
Bezel Function
12 Hour Time Display
Bezel Material
Brass
Brand
Titan
Calendar Type
No Calendar
Case Diameter
32.5
Case Material
Brass
Case Thickness
6.5
Clasp
Hook Buckle
Dial Colour
Multicolor
Crystal Material
Mineral Glass
Display Type
Analog
Case Shape
Round
Item Weight
300 g
Model Number
95233WM01F
Part Number
95233WM01F
Warranty Type
Limited
Movement
Quartz
Water Resistance Depth
30 Meters
Band size
Womens Standard
Warranty
If this product is sold by Amazon, please review the manufacturer’s website for warranty information. If this product is sold by another party, please contact the seller directly for warranty information for this product. You may also be able to find warranty information on the manufacturer’s website.",,,,,,,,,,,,
https://www.amazon.in/Seiko-Stainless-Analog-Watch-Sre004K1-Bandcolor-Multi-Color/dp/B09S13NT6G/ref=sr_1_22?dib=eyJ2IjoiMSJ9.WflfQSXapMo2D4Zmi81IBcHyRI2GBgsCWQSEzXEW1TSghc521wFCGO8UPlQ4jy4ttBlvebEbEpnYHJXumdCKhokl0_WdHFmw2S1Dm62resKyJhp80DNkllwu6KMGL-4Z_QXG6erFQzLdyqSfoKBeLqZuchsPsLDvw4wjpdwdlFdMHW9uzDnAAiVteYSjHGNW-UTZjeb_Qg69ytCwZIcYWWmx4kLbqqcz0eu9c6ykEEtD4-5IRWkzgPMKyDrq_9d4I4bCUDAv77ojICCTxo6h0ruV1lxcInOgpWMErWcQ6W8.Dsq-refe4HWjTjnMwdSEZG44k1oCQ8ZVGOIYHU9JnRs&dib_tag=se&qid=1744806224&refinements=p_36%3A2490000-4050000%2Cp_n_feature_seven_browse-bin%3A1480900031&rnid=3439816031&s=watch&sr=1-22&xpid=NIOcc7XmuV-Ps,https://m.media-amazon.com/images/I/61UhbRqc82L._AC_UL320_.jpg,Seiko,"Stainless Steel Analog White Dial Women Watch-Sre004K1, Bandcolor-Multi-Color",4.1,"27,000",10%,"Watch Information
Band Colour
Multicolor
Band Material
Stainless Steel
Band Width
14 Millimeters
Bezel Function
Stationary
Bezel Material
Metal
Brand
Seiko
Calendar Type
Day-Date
Case Diameter
28 Millimeters
Case Material
28 mm
Case Thickness
11.2 Millimeters
Clasp
Foldover Clasp
Dial Colour
Silver
Crystal Material
Hardlex
Display Type
Analog
Case Shape
Round
Item Weight
69 g
Model Number
SRE004K1
Part Number
SRE004K1
Special Features
Luminous
Warranty Type
Limited
Movement
Mechanical Hand Wind
Water Resistance Depth
100 Meters
Band size
Mens Standard
Warranty
If this product is sold by Amazon, please review the manufacturer’s website for warranty information. If this product is sold by another party, please contact the seller directly for warranty information for this product. You may also be able to find warranty information on the manufacturer’s website.",,,,,,,,,,,,
https://www.amazon.in/Swarovski-Analog-White-Womens-Watch-5621173/dp/B0B1JNM4L6/ref=sr_1_24?dib=eyJ2IjoiMSJ9.WflfQSXapMo2D4Zmi81IBcHyRI2GBgsCWQSEzXEW1TSghc521wFCGO8UPlQ4jy4ttBlvebEbEpnYHJXumdCKhokl0_WdHFmw2S1Dm62resKyJhp80DNkllwu6KMGL-4Z_QXG6erFQzLdyqSfoKBeLqZuchsPsLDvw4wjpdwdlFdMHW9uzDnAAiVteYSjHGNW-UTZjeb_Qg69ytCwZIcYWWmx4kLbqqcz0eu9c6ykEEtD4-5IRWkzgPMKyDrq_9d4I4bCUDAv77ojICCTxo6h0ruV1lxcInOgpWMErWcQ6W8.Dsq-refe4HWjTjnMwdSEZG44k1oCQ8ZVGOIYHU9JnRs&dib_tag=se&qid=1744806224&refinements=p_36%3A2490000-4050000%2Cp_n_feature_seven_browse-bin%3A1480900031&rnid=3439816031&s=watch&sr=1-24&xpid=NIOcc7XmuV-Ps,https://m.media-amazon.com/images/I/616Qs4YfUmL._AC_UL320_.jpg,Swarovski,Stainless Steel Analog White Dial Women's Silver Band Watch-5621173,4.9,"35,000",,"Watch Information
Band Colour
Green
Band Material
Stainless Steel
Band Width
14 Millimeters
Bezel Function
12 Hour Time Display
Bezel Material
Metal
Brand
Swarovski
Case Diameter
32 Millimeters
Case Material
Metal
Case Thickness
7.5 Millimeters
Clasp
Hook and Loop
Dial Colour
White
Crystal Material
Glass
Display Type
Analog
Case Shape
Octagonal
Item Weight
49 g
Model Number
5621173
Part Number
5621173
Special Features
Lightweight
Warranty Type
Limited
Movement
Quartz
Water Resistance Depth
50 Meters
Band size
Womens Standard
Warranty
If this product is sold by Amazon, please review the manufacturer’s website for warranty information. If this product is sold by another party, please contact the seller directly for warranty information for this product. You may also be able to find warranty information on the manufacturer’s website.",,,,,,,,,,,,
https://www.amazon.in/Swarovski-Analog-Pink-Womens-Watch-5630837/dp/B0B157B5KP/ref=sr_1_25?dib=eyJ2IjoiMSJ9.WflfQSXapMo2D4Zmi81IBcHyRI2GBgsCWQSEzXEW1TSghc521wFCGO8UPlQ4jy4ttBlvebEbEpnYHJXumdCKhokl0_WdHFmw2S1Dm62resKyJhp80DNkllwu6KMGL-4Z_QXG6erFQzLdyqSfoKBeLqZuchsPsLDvw4wjpdwdlFdMHW9uzDnAAiVteYSjHGNW-UTZjeb_Qg69ytCwZIcYWWmx4kLbqqcz0eu9c6ykEEtD4-5IRWkzgPMKyDrq_9d4I4bCUDAv77ojICCTxo6h0ruV1lxcInOgpWMErWcQ6W8.Dsq-refe4HWjTjnMwdSEZG44k1oCQ8ZVGOIYHU9JnRs&dib_tag=se&qid=1744806224&refinements=p_36%3A2490000-4050000%2Cp_n_feature_seven_browse-bin%3A1480900031&rnid=3439816031&s=watch&sr=1-25&xpid=NIOcc7XmuV-Ps,https://m.media-amazon.com/images/I/71CBqmWfLpL._AC_UL320_.jpg,Swarovski,"Swarovski Metal Analog Pink Dial Women's Watch-5630837, Band Color-Purple",4.9,"37,925",,,,,,,,,,,,,,
https://www.amazon.in/Swarovski-Dextera-Bracelet-Gold-Tone-5668854/dp/B0DC5CVXZN/ref=sr_1_26?dib=eyJ2IjoiMSJ9.WflfQSXapMo2D4Zmi81IBcHyRI2GBgsCWQSEzXEW1TSghc521wFCGO8UPlQ4jy4ttBlvebEbEpnYHJXumdCKhokl0_WdHFmw2S1Dm62resKyJhp80DNkllwu6KMGL-4Z_QXG6erFQzLdyqSfoKBeLqZuchsPsLDvw4wjpdwdlFdMHW9uzDnAAiVteYSjHGNW-UTZjeb_Qg69ytCwZIcYWWmx4kLbqqcz0eu9c6ykEEtD4-5IRWkzgPMKyDrq_9d4I4bCUDAv77ojICCTxo6h0ruV1lxcInOgpWMErWcQ6W8.Dsq-refe4HWjTjnMwdSEZG44k1oCQ8ZVGOIYHU9JnRs&dib_tag=se&qid=1744806224&refinements=p_36%3A2490000-4050000%2Cp_n_feature_seven_browse-bin%3A1480900031&rnid=3439816031&s=watch&sr=1-26&xpid=NIOcc7XmuV-Ps,https://m.media-amazon.com/images/I/81gqYLRAglL._AC_UL320_.jpg,Swarovski,"Dextera Chain Watch Swiss Made, Crystal Bracelet, Gold Tone, Gold-Tone Finish 5668854",1.5,"36,000",10%,"Watch Information
Band Colour
Gold
Band Material
Sta
Brand
Swarovski
Calendar Type
No Calendar
Case Diameter
34 Millimeters
Case Material
Stainless Steel
Clasp
Push Button Deployment Clasp
Dial Colour
Cr
Crystal Material
Crystal
Display Type
Analog
Case Shape
Octagonal
Item Weight
56 g
Model Number
5668854
Part Number
5668854
Warranty Type
Manufacturer
Movement
Quartz
Water Resistance Depth
50 Meters
Warranty
If this product is sold by Amazon, please review the manufacturer’s website for warranty information. If this product is sold by another party, please contact the seller directly for warranty information for this product. You may also be able to find warranty information on the manufacturer’s website.",,,,,,,,,,,,
https://www.amazon.in/Michael-Kors-Stainless-Analog-Watch-Mk4851Set/dp/B0D955MXQP/ref=sr_1_27?dib=eyJ2IjoiMSJ9.WflfQSXapMo2D4Zmi81IBcHyRI2GBgsCWQSEzXEW1TSghc521wFCGO8UPlQ4jy4ttBlvebEbEpnYHJXumdCKhokl0_WdHFmw2S1Dm62resKyJhp80DNkllwu6KMGL-4Z_QXG6erFQzLdyqSfoKBeLqZuchsPsLDvw4wjpdwdlFdMHW9uzDnAAiVteYSjHGNW-UTZjeb_Qg69ytCwZIcYWWmx4kLbqqcz0eu9c6ykEEtD4-5IRWkzgPMKyDrq_9d4I4bCUDAv77ojICCTxo6h0ruV1lxcInOgpWMErWcQ6W8.Dsq-refe4HWjTjnMwdSEZG44k1oCQ8ZVGOIYHU9JnRs&dib_tag=se&qid=1744806224&refinements=p_36%3A2490000-4050000%2Cp_n_feature_seven_browse-bin%3A1480900031&rnid=3439816031&s=watch&sr=1-27&xpid=NIOcc7XmuV-Ps,https://m.media-amazon.com/images/I/71fZZvcbUcL._AC_UL320_.jpg,Michael Kors,"Stainless Steel Analog White Dial Women's Watch-Mk4851Set, Band Color:Silver",,"26,995",,"Watch Information
Band Colour
Silver
Band Material
Stainless Steel
Band Width
16 Millimeters
Bezel Function
12 Hour Time Display
Bezel Material
Stainless Steel
Brand
Michael Kors
Calendar Type
No Calendar
Case Diameter
33 Millimeters
Case Material
Stainless Steel
Case Thickness
4.20
Clasp
Double Locking Foldover Clasp
Collection
Lauryn
Dial Colour
White
Crystal Material
Mineral Glass
Display Type
Analog
Case Shape
Round
Item Weight
100 g
Model Number
MK4851SET
Part Number
MK4851SET
Warranty Type
Limited
Movement
Quartz
Water Resistance Depth
50 Meters
Band size
Womens Standard
Warranty Description
2 Years
Warranty
If this product is sold by Amazon, please review the manufacturer’s website for warranty information. If this product is sold by another party, please contact the seller directly for warranty information for this product. You may also be able to find warranty information on the manufacturer’s website.",,,,,,,,,,,,
https://www.amazon.in/Swarovski-Crystalline-Watch-Plated-White/dp/B0831Q6PKF/ref=sr_1_28?dib=eyJ2IjoiMSJ9.WflfQSXapMo2D4Zmi81IBcHyRI2GBgsCWQSEzXEW1TSghc521wFCGO8UPlQ4jy4ttBlvebEbEpnYHJXumdCKhokl0_WdHFmw2S1Dm62resKyJhp80DNkllwu6KMGL-4Z_QXG6erFQzLdyqSfoKBeLqZuchsPsLDvw4wjpdwdlFdMHW9uzDnAAiVteYSjHGNW-UTZjeb_Qg69ytCwZIcYWWmx4kLbqqcz0eu9c6ykEEtD4-5IRWkzgPMKyDrq_9d4I4bCUDAv77ojICCTxo6h0ruV1lxcInOgpWMErWcQ6W8.Dsq-refe4HWjTjnMwdSEZG44k1oCQ8ZVGOIYHU9JnRs&dib_tag=se&qid=1744806224&refinements=p_36%3A2490000-4050000%2Cp_n_feature_seven_browse-bin%3A1480900031&rnid=3439816031&s=watch&sr=1-28&xpid=NIOcc7XmuV-Ps,https://m.media-amazon.com/images/I/711VACZI66L._AC_UL320_.jpg,Swarovski,Crystalline Aura Watch Rose Gold Tone Plated,5,"34,200",10%,"Watch Information
Band Colour
Rose Gold
Band Material
Stainless Steel
Band Width
20 Millimeters
Brand
Swarovski
Case Diameter
35.5 Millimeters
Case Material
Stainless Steel, Rose Gold
Case Thickness
8.8 Millimeters
Clasp
Push Button Deployment Clasp
Collection
Crystalline Aura
Dial Colour
Rose gold tone
Crystal Material
Mineral
Display Type
Analog
Case Shape
Round
Item Weight
408 g
Model Number
5519459
Part Number
5519459
Special Features
measures seconds, Luminous
Movement
Swiss Quartz
Water Resistance Depth
50 Meters
Warranty
If this product is sold by Amazon, please review the manufacturer’s website for warranty information. If this product is sold by another party, please contact the seller directly for warranty information for this product. You may also be able to find warranty information on the manufacturer’s website.",,,,,,,,,,,,
https://www.amazon.in/Emporio-Armani-Analog-Womens-Watch-AR1926/dp/B012R0UNAW/ref=sr_1_29?dib=eyJ2IjoiMSJ9.WflfQSXapMo2D4Zmi81IBcHyRI2GBgsCWQSEzXEW1TSghc521wFCGO8UPlQ4jy4ttBlvebEbEpnYHJXumdCKhokl0_WdHFmw2S1Dm62resKyJhp80DNkllwu6KMGL-4Z_QXG6erFQzLdyqSfoKBeLqZuchsPsLDvw4wjpdwdlFdMHW9uzDnAAiVteYSjHGNW-UTZjeb_Qg69ytCwZIcYWWmx4kLbqqcz0eu9c6ykEEtD4-5IRWkzgPMKyDrq_9d4I4bCUDAv77ojICCTxo6h0ruV1lxcInOgpWMErWcQ6W8.Dsq-refe4HWjTjnMwdSEZG44k1oCQ8ZVGOIYHU9JnRs&dib_tag=se&qid=1744806224&refinements=p_36%3A2490000-4050000%2Cp_n_feature_seven_browse-bin%3A1480900031&rnid=3439816031&s=watch&sr=1-29&xpid=NIOcc7XmuV-Ps,https://m.media-amazon.com/images/I/71wrHWIyZ2L._AC_UL320_.jpg,Emporio Armani,"Emporio Armani Stainless Steel Gianni T-Bar Analog White Dial Women Watch - Ar1926, Multi-Color Band",3.8,"32,495",,,,,,,,,,,,,,
https://www.amazon.in/Emporio-Armani-Analog-Off-White-Watch-AR1909/dp/B012WGW0IE/ref=sr_1_30?dib=eyJ2IjoiMSJ9.WflfQSXapMo2D4Zmi81IBcHyRI2GBgsCWQSEzXEW1TSghc521wFCGO8UPlQ4jy4ttBlvebEbEpnYHJXumdCKhokl0_WdHFmw2S1Dm62resKyJhp80DNkllwu6KMGL-4Z_QXG6erFQzLdyqSfoKBeLqZuchsPsLDvw4wjpdwdlFdMHW9uzDnAAiVteYSjHGNW-UTZjeb_Qg69ytCwZIcYWWmx4kLbqqcz0eu9c6ykEEtD4-5IRWkzgPMKyDrq_9d4I4bCUDAv77ojICCTxo6h0ruV1lxcInOgpWMErWcQ6W8.Dsq-refe4HWjTjnMwdSEZG44k1oCQ8ZVGOIYHU9JnRs&dib_tag=se&qid=1744806224&refinements=p_36%3A2490000-4050000%2Cp_n_feature_seven_browse-bin%3A1480900031&rnid=3439816031&s=watch&sr=1-30&xpid=NIOcc7XmuV-Ps,https://m.media-amazon.com/images/I/51RvA73yeKL._AC_UL320_.jpg,Emporio Armani,"Emporio Armani Stainless Steel Analog Off-White Dial Women Watch-Ar1909, Rose Gold Band",5,"29,995",3%,,,,,,,,,,,,,
https://www.amazon.in/Michael-Kors-Analog-Womens-Watch-MK7487/dp/B0D956QV47/ref=sr_1_31?dib=eyJ2IjoiMSJ9.WflfQSXapMo2D4Zmi81IBcHyRI2GBgsCWQSEzXEW1TSghc521wFCGO8UPlQ4jy4ttBlvebEbEpnYHJXumdCKhokl0_WdHFmw2S1Dm62resKyJhp80DNkllwu6KMGL-4Z_QXG6erFQzLdyqSfoKBeLqZuchsPsLDvw4wjpdwdlFdMHW9uzDnAAiVteYSjHGNW-UTZjeb_Qg69ytCwZIcYWWmx4kLbqqcz0eu9c6ykEEtD4-5IRWkzgPMKyDrq_9d4I4bCUDAv77ojICCTxo6h0ruV1lxcInOgpWMErWcQ6W8.Dsq-refe4HWjTjnMwdSEZG44k1oCQ8ZVGOIYHU9JnRs&dib_tag=se&qid=1744806224&refinements=p_36%3A2490000-4050000%2Cp_n_feature_seven_browse-bin%3A1480900031&rnid=3439816031&s=watch&sr=1-31&xpid=NIOcc7XmuV-Ps,https://m.media-amazon.com/images/I/71oa1KlsBmL._AC_UL320_.jpg,Michael Kors,Analog Gold Dial Women's Watch-MK7487,,"33,296",7%,"Watch Information
Band Colour
Gold
Band Material
Stainless Steel
Band Width
20 Millimeters
Bezel Function
12 Hour Time Display
Bezel Material
Stainless Steel
Brand
Michael Kors
Calendar Type
No Calendar
Case Diameter
37 Millimeters
Case Material
Stainless Steel
Case Thickness
9 Millimeters
Clasp
Jewelry Clasp
Collection
Lennox
Dial Colour
Gold
Crystal Material
Glass
Display Type
Analog
Case Shape
Round
Item Weight
100 g
Model Number
MK7487
Part Number
MK7487
Special Features
Glow In The Dark
Warranty Type
Limited
Movement
Quartz
Water Resistance Depth
50 Meters
Band size
Womens Standard
Warranty Description
2 Years
Warranty
If this product is sold by Amazon, please review the manufacturer’s website for warranty information. If this product is sold by another party, please contact the seller directly for warranty information for this product. You may also be able to find warranty information on the manufacturer’s website.",,,,,,,,,,,,
https://www.amazon.in/Swarovski-Crystal-Bracelet-Gold-Tone-5677484/dp/B0D6VFHN9L/ref=sr_1_32?dib=eyJ2IjoiMSJ9.WflfQSXapMo2D4Zmi81IBcHyRI2GBgsCWQSEzXEW1TSghc521wFCGO8UPlQ4jy4ttBlvebEbEpnYHJXumdCKhokl0_WdHFmw2S1Dm62resKyJhp80DNkllwu6KMGL-4Z_QXG6erFQzLdyqSfoKBeLqZuchsPsLDvw4wjpdwdlFdMHW9uzDnAAiVteYSjHGNW-UTZjeb_Qg69ytCwZIcYWWmx4kLbqqcz0eu9c6ykEEtD4-5IRWkzgPMKyDrq_9d4I4bCUDAv77ojICCTxo6h0ruV1lxcInOgpWMErWcQ6W8.Dsq-refe4HWjTjnMwdSEZG44k1oCQ8ZVGOIYHU9JnRs&dib_tag=se&qid=1744806224&refinements=p_36%3A2490000-4050000%2Cp_n_feature_seven_browse-bin%3A1480900031&rnid=3439816031&s=watch&sr=1-32&xpid=NIOcc7XmuV-Ps,https://m.media-amazon.com/images/I/71HgytPD99L._AC_UL320_.jpg,Swarovski,"Matrix Bangle Watch Swiss Made, Crystal Bracelet, Rose Gold Tone, Rose Gold-Tone 5677484",,"27,000",10%,"Watch Information
Band Colour
Rose Gold
Band Material
Acero inoxidable
Band Width
8.5 Millimeters
Brand
Swarovski
Calendar Type
No Calendar
Case Diameter
25 Millimeters
Case Material
Stainless Steel
Case Thickness
25
Clasp
Jewelry Clasp
Dial Colour
Silver
Crystal Material
Sapphire Crystal
Display Type
Analog
Case Shape
Round
Model Number
SWAROVSKI(???????)
Part Number
5677484
Special Features
Waterproof, Glow In The Dark, Open Dial
Warranty Type
Manufacturer
Movement
Quartz
Water Resistance Depth
50 Meters
Warranty
If this product is sold by Amazon, please review the manufacturer’s website for warranty information. If this product is sold by another party, please contact the seller directly for warranty information for this product. You may also be able to find warranty information on the manufacturer’s website.",,,,,,,,,,,,
https://www.amazon.in/Swarovski-Dextera-Bracelet-Gold-Tone-5672992/dp/B0D47XLSZ2/ref=sr_1_33?dib=eyJ2IjoiMSJ9.WflfQSXapMo2D4Zmi81IBcHyRI2GBgsCWQSEzXEW1TSghc521wFCGO8UPlQ4jy4ttBlvebEbEpnYHJXumdCKhokl0_WdHFmw2S1Dm62resKyJhp80DNkllwu6KMGL-4Z_QXG6erFQzLdyqSfoKBeLqZuchsPsLDvw4wjpdwdlFdMHW9uzDnAAiVteYSjHGNW-UTZjeb_Qg69ytCwZIcYWWmx4kLbqqcz0eu9c6ykEEtD4-5IRWkzgPMKyDrq_9d4I4bCUDAv77ojICCTxo6h0ruV1lxcInOgpWMErWcQ6W8.Dsq-refe4HWjTjnMwdSEZG44k1oCQ8ZVGOIYHU9JnRs&dib_tag=se&qid=1744806224&refinements=p_36%3A2490000-4050000%2Cp_n_feature_seven_browse-bin%3A1480900031&rnid=3439816031&s=watch&sr=1-33&xpid=NIOcc7XmuV-Ps,https://m.media-amazon.com/images/I/810utygKriL._AC_UL320_.jpg,Swarovski,"Womens Dextera Bangle Analog Watch Swiss Made, Metal Bracelet, Rose Gold Tone, Rose Gold-Tone Finish 5672992",,"29,700",10%,"Watch Information
Band Colour
Rose Gold
Band Material
Metal
Band Width
7.3 Millimeters
Brand
Swarovski
Calendar Type
No Calendar
Case Diameter
30.5 Millimeters
Case Thickness
20 Millimeters
Dial Colour
Silver
Display Type
Analog
Case Shape
Round
Item Weight
48 g
Model Number
5672992
Part Number
5672992
Warranty Type
Manufacturer
Movement
Quartz
Water Resistance Depth
30 Meters
Warranty
If this product is sold by Amazon, please review the manufacturer’s website for warranty information. If this product is sold by another party, please contact the seller directly for warranty information for this product. You may also be able to find warranty information on the manufacturer’s website.",,,,,,,,,,,,
https://www.amazon.in/Swarovski-Analog-Blue-Womens-Watch-5656822/dp/B0C4ZB2G9Q/ref=sr_1_35?dib=eyJ2IjoiMSJ9.WflfQSXapMo2D4Zmi81IBcHyRI2GBgsCWQSEzXEW1TSghc521wFCGO8UPlQ4jy4ttBlvebEbEpnYHJXumdCKhokl0_WdHFmw2S1Dm62resKyJhp80DNkllwu6KMGL-4Z_QXG6erFQzLdyqSfoKBeLqZuchsPsLDvw4wjpdwdlFdMHW9uzDnAAiVteYSjHGNW-UTZjeb_Qg69ytCwZIcYWWmx4kLbqqcz0eu9c6ykEEtD4-5IRWkzgPMKyDrq_9d4I4bCUDAv77ojICCTxo6h0ruV1lxcInOgpWMErWcQ6W8.Dsq-refe4HWjTjnMwdSEZG44k1oCQ8ZVGOIYHU9JnRs&dib_tag=se&qid=1744806224&refinements=p_36%3A2490000-4050000%2Cp_n_feature_seven_browse-bin%3A1480900031&rnid=3439816031&s=watch&sr=1-35&xpid=NIOcc7XmuV-Ps,https://m.media-amazon.com/images/I/71eYgMgDheL._AC_UL320_.jpg,Swarovski,Metal Analog Blue Dial & Band Women's Watch-5656822,4.8,"29,091",6%,"Watch Information
Band Colour
Blue
Band Material
Metal bracelet
Band Width
10 Millimeters
Bezel Function
No bezel available
Bezel Material
No bezel available
Brand
Swarovski
Calendar Type
No Calendar
Case Diameter
29 Millimeters
Case Material
Stainless Steel
Case Thickness
6.75 Millimeters
Clasp
Box Safety Clasp
Collection
All
Dial Colour
Blue
Crystal Material
Crystal
Display Type
Analog
Case Shape
Oval
Item Weight
240 g
Model Number
5656822
Part Number
5656822
Special Features
Lightweight
Warranty Type
Manufacturer
Movement
Swiss Quartz
Water Resistance Depth
50 Meters
Band size
Womens Standard
Warranty Description
2 Years Manufacturer Warrany
Warranty
If this product is sold by Amazon, please review the manufacturer’s website for warranty information. If this product is sold by another party, please contact the seller directly for warranty information for this product. You may also be able to find warranty information on the manufacturer’s website.",,,,,,,,,,,,
